Date,Sales
2/27/2014,573.1025
2/28/2014,567.2925
3/1/2014,551.73
3/2/2014,560.195
3/3/2014,567.7
3/4/2014,666.1475
3/5/2014,660.84
3/6/2014,662.0225
3/7/2014,651.285
3/8/2014,612.33
3/9/2014,611.1625
3/10/2014,637.615
3/11/2014,626
3/12/2014,633.74749
3/13/2014,631.755
3/14/2014,636.41414
3/15/2014,628.18751
3/16/2014,632.95333
3/17/2014,630.34833
3/18/2014,617.24333
3/19/2014,616.86665
3/20/2014,601.015
3/21/2014,581.33333
3/22/2014,570.36168
3/23/2014,562.95333
3/24/2014,557.16833
3/25/2014,573.34998
3/26/2014,572.49161
3/27/2014,570.54833
3/28/2014,509.70665
3/29/2014,499.24998
3/30/2014,486.80845
3/31/2014,472.4783
4/1/2014,464.88
4/2/2014,480.16581
4/3/2014,427.87498
4/4/2014,432.99716
4/5/2014,453.87148
4/6/2014,462.445
4/7/2014,456.46948
4/8/2014,452.81
4/9/2014,450.48083
4/10/2014,426.98333
4/11/2014,374.59166
4/12/2014,438.24666
4/13/2014,423.51566
4/14/2014,409.03166
4/15/2014,455.28316
4/16/2014,517.09666
4/17/2014,522.455
4/18/2014,490.8785
4/19/2014,469.38332
4/20/2014,507.80663
4/21/2014,505.09665
4/22/2014,497.65001
4/23/2014,487.84
4/24/2014,487.11333
4/25/2014,469.08816
4/26/2014,448.77834
4/27/2014,452.14829
4/28/2014,426.78166
4/29/2014,432.60498
4/30/2014,444.85668
5/1/2014,454.55666
5/2/2014,453.59833
5/3/2014,441.97833
5/4/2014,438.29035
5/5/2014,432.78748
5/6/2014,418.61831
5/7/2014,428.42593
5/8/2014,442.57666
5/9/2014,439.04
5/10/2014,449.04333
5/11/2014,449.74166
5/12/2014,434.27
5/13/2014,437
5/14/2014,438.88
5/15/2014,445.045
5/16/2014,443.18
5/17/2014,445.60666
5/18/2014,445.15666
5/19/2014,444.73833
5/20/2014,455.65333
5/21/2014,489.86999
5/22/2014,490.18666
5/23/2014,522.31
5/24/2014,512.30833
5/25/2014,533.92999
5/26/2014,579.59333
5/27/2014,581.51
5/28/2014,572.44833
5/29/2014,562.4
5/30/2014,571.845
5/31/2014,612.12666
6/1/2014,638.16333
6/2/2014,634.98333
6/3/2014,660.24666
6/4/2014,627.79833
6/5/2014,642.89166
6/6/2014,652.52666
6/7/2014,648.60166
6/8/2014,652.59166
6/9/2014,652.11
6/10/2014,644.085
6/11/2014,642.00666
6/12/2014,632.55
6/13/2014,585.48333
6/14/2014,588.52333
6/15/2014,570.28833
6/16/2014,589.06666
6/17/2014,592.25666
6/18/2014,610.41333
6/19/2014,601.88666
6/20/2014,594.09333
6/21/2014,582.04499
6/22/2014,599.57
6/23/2014,592.405
6/24/2014,584.64166
6/25/2014,575.905
6/26/2014,571.76666
6/27/2014,582.43166
6/28/2014,597.66833
6/29/2014,598.73333
6/30/2014,597.51333
7/1/2014,647.12249
7/2/2014,637.85625
7/3/2014,642.65125
7/4/2014,643.95124
7/5/2014,628.41625
7/6/2014,631.03
7/7/2014,631.29875
7/8/2014,621.24249
7/9/2014,620.72
7/10/2014,621.3075
7/11/2014,616.83124
7/12/2014,634.35749
7/13/2014,627.69
7/14/2014,621.42499
7/15/2014,618.73875
7/16/2014,619.8075
7/17/2014,614.68875
7/18/2014,623.49749
7/19/2014,623.99625
7/20/2014,623.00625
7/21/2014,617.96124
7/22/2014,622.10749
7/23/2014,618.4475
7/24/2014,617.6875
7/25/2014,602.93125
7/26/2014,597.585
7/27/2014,592.96375
7/28/2014,580.11
7/29/2014,585.44875
7/30/2014,580.5175
7/31/2014,564.57
8/1/2014,583.39
8/2/2014,593.80625
8/3/2014,581.52
8/4/2014,585.80125
8/5/2014,582.33375
8/6/2014,582.52125
8/7/2014,583.62375
8/8/2014,595.80875
8/9/2014,585.39625
8/10/2014,586.05875
8/11/2014,588.7525
8/12/2014,566.31625
8/13/2014,565.55125
8/14/2014,534.54
8/15/2014,511.4725
8/16/2014,487.56625
8/17/2014,516.62625
8/18/2014,489.4675
8/19/2014,455.91625
8/20/2014,472.91
8/21/2014,519.015
8/22/2014,508.12875
8/23/2014,507.51
8/24/2014,501.63125
8/25/2014,503.32125
8/26/2014,504.62625
8/27/2014,513.39125
8/28/2014,514.62375
8/29/2014,506.025
8/30/2014,504.70625
8/31/2014,502.055
9/1/2014,474.5425
9/2/2014,477.98375
9/3/2014,476.88375
9/4/2014,475.65
9/5/2014,485.65125
9/6/2014,480.9075
9/7/2014,481.88375
9/8/2014,473.58625
9/9/2014,468.5775
9/10/2014,474.29125
9/11/2014,479.4175
9/12/2014,473.6725
9/13/2014,471.5325
9/14/2014,475.37875
9/15/2014,475.02125
9/16/2014,471.08375
9/17/2014,464.55375
9/18/2014,449.95875
9/19/2014,425.4475
9/20/2014,410.08
9/21/2014,405.79625
9/22/2014,399.0975
9/23/2014,399.5025
9/24/2014,427.8125
9/25/2014,416.12
9/26/2014,410.15
9/27/2014,403.4975
9/28/2014,398.84
9/29/2014,377.97875
9/30/2014,376.08375
10/1/2014,387.94
10/2/2014,381.7475
10/3/2014,372.0575
10/4/2014,360.7525
10/5/2014,335.98125
10/6/2014,308.07875
10/7/2014,337.23375
10/8/2014,326.2325
10/9/2014,351.34625
10/10/2014,368.59625
10/11/2014,359.2025
10/12/2014,356.99875
10/13/2014,371.15625
10/14/2014,392.7825
10/15/2014,396.34625
10/16/2014,392.56625
10/17/2014,376.26875
10/18/2014,378.675
10/19/2014,390.95875
10/20/2014,381.72375
10/21/2014,380.0575
10/22/2014,382.93875
10/23/2014,376.59
10/24/2014,351.7825
10/25/2014,353.6325
10/26/2014,345.1925
10/27/2014,350.9775
10/28/2014,349.79625
10/29/2014,348.9025
10/30/2014,335.53625
10/31/2014,343.55875
11/1/2014,338.0105
11/2/2014,325.22633
11/3/2014,331.60083
11/4/2014,324.71833
11/5/2014,332.45666
11/6/2014,336.585
11/7/2014,346.775
11/8/2014,344.81166
11/9/2014,343.065
11/10/2014,358.50166
11/11/2014,368.07666
11/12/2014,376.99666
11/13/2014,442.10666
11/14/2014,389.00333
11/15/2014,394.92666
11/16/2014,377.08
11/17/2014,400.47166
11/18/2014,384.93
11/19/2014,375.83333
11/20/2014,376.16
11/21/2014,348.565
11/22/2014,352.42
11/23/2014,356.8
11/24/2014,367.83
11/25/2014,381.20666
11/26/2014,375.498
11/27/2014,372.819
11/28/2014,368.983
11/29/2014,375.44
11/30/2014,376.851
12/1/2014,376.13218
12/2/2014,377.862
12/3/2014,382.452
12/4/2014,376.382
12/5/2014,368.3618
12/6/2014,373.414
12/7/2014,373.744
12/8/2014,373.155
12/9/2014,357.884
12/10/2014,348.898
12/11/2014,341.041
12/12/2014,348.272
12/13/2014,346.742
12/14/2014,347.348
12/15/2014,348.674
12/16/2014,338.547
12/17/2014,330.536
12/18/2014,317.405
12/19/2014,306.45999
12/20/2014,319.196
12/21/2014,321.89299
12/22/2014,320.03499
12/23/2014,328.701
12/24/2014,332.053
12/25/2014,321.386
12/26/2014,318.563
12/27/2014,320.868
12/28/2014,316.009
12/29/2014,315.64
12/30/2014,313.994
12/31/2014,309.903
1/1/2015,317.204
1/2/2015,314.49899
1/3/2015,311.14099
1/4/2015,277.853
1/5/2015,270.813
1/6/2015,272.0175
1/7/2015,283.84125
1/8/2015,290.485
1/9/2015,281.03625
1/10/2015,286.688
1/11/2015,277.64999
1/12/2015,268.10199
1/13/2015,243.081
1/14/2015,219.128
1/15/2015,193.3511
1/16/2015,220.5745
1/17/2015,209.1655
1/18/2015,195.59467
1/19/2015,212.2711
1/20/2015,211.5401
1/21/2015,212.28249
1/22/2015,230.6754
1/23/2015,226.30419
1/24/2015,231.4242
1/25/2015,251.606
1/26/2015,283.59769
1/27/2015,258.5374
1/28/2015,257.447
1/29/2015,235.948
1/30/2015,233.141
1/31/2015,226.94116
2/1/2015,216.66066
2/2/2015,229.80441
2/3/2015,237.65175
2/4/2015,225.83858
2/5/2015,226.554
2/6/2015,219.75625
2/7/2015,225.46666
2/8/2015,225.73291
2/9/2015,222.78408
2/10/2015,220.16725
2/11/2015,223.00366
2/12/2015,218.72833
2/13/2015,223.96716
2/14/2015,237.65716
2/15/2015,256.21758
2/16/2015,230.1355
2/17/2015,235.71275
2/18/2015,242.93183
2/19/2015,237.1035
2/20/2015,241.07183
2/21/2015,245.70566
2/22/2015,245.145
2/23/2015,235.14141
2/24/2015,238.93183
2/25/2015,238.15225
2/26/2015,235.67716
2/27/2015,251.28908
2/28/2015,251.03416
3/1/2015,251.9314
3/2/2015,258.8485
3/3/2015,270.7625
3/4/2015,278.1172
3/5/2015,269.2606
3/6/2015,274.8977
3/7/2015,270.86109
3/8/2015,276.72789
3/9/2015,277.98519
3/10/2015,294.1886
3/11/2015,289.7149
3/12/2015,292.8678
3/13/2015,293.224
3/14/2015,282.644
3/15/2015,283.0809
3/16/2015,290.61579
3/17/2015,290.542
3/18/2015,283.7507
3/19/2015,252.44789
3/20/2015,263.4741
3/21/2015,259.913
3/22/2015,259.3943
3/23/2015,267.5549
3/24/2015,265.273
3/25/2015,246.6733
3/26/2015,245.6489
3/27/2015,246.5497
3/28/2015,248.4467
3/29/2015,246.728
3/30/2015,245.1133
3/31/2015,247.2639
4/1/2015,243.3028
4/2/2015,246.96
4/3/2015,252.0578
4/4/2015,253.4334
4/5/2015,252.0256
4/6/2015,260.3589
4/7/2015,252.0909
4/8/2015,252.8629
4/9/2015,244.0449
4/10/2015,240.9478
4/11/2015,236.4388
4/12/2015,236.5542
4/13/2015,235.522
4/14/2015,222.6009
4/15/2015,220.9126
4/16/2015,226.0171
4/17/2015,227.9255
4/18/2015,223.317
4/19/2015,223.4062
4/20/2015,223.9214
4/21/2015,224.9815
4/22/2015,235.50369
4/23/2015,234.15749
4/24/2015,233.40079
4/25/2015,228.92379
4/26/2015,219.94549
4/27/2015,219.19029
4/28/2015,227.3867
4/29/2015,225.3545
4/30/2015,225.9976
5/1/2015,236.6827
5/2/2015,233.8511
5/3/2015,236.2378
5/4/2015,240.3646
5/5/2015,235.6033
5/6/2015,235.6017
5/7/2015,230.4207
5/8/2015,237.059
5/9/2015,244.6989
5/10/2015,241.516
5/11/2015,239.4036
5/12/2015,240.00079
5/13/2015,241.3529
5/14/2015,235.5478
5/15/2015,237.5737
5/16/2015,236.657
5/17/2015,236.339
5/18/2015,236.2319
5/19/2015,233.3119
5/20/2015,232.7193
5/21/2015,234.204
5/22/2015,235.86329
5/23/2015,240.1588
5/24/2015,239.7985
5/25/2015,240.9415
5/26/2015,237.6588
5/27/2015,237.1844
5/28/2015,237.6708
5/29/2015,237.2277
5/30/2015,236.1404
5/31/2015,233.3328
6/1/2015,230.8331
6/2/2015,223.415
6/3/2015,226.6168
6/4/2015,225.444
6/5/2015,223.9665
6/6/2015,224.2525
6/7/2015,225.8403
6/8/2015,223.69459
6/9/2015,228.1884
6/10/2015,229.2025
6/11/2015,229.9599
6/12/2015,229.9082
6/13/2015,230.6695
6/14/2015,233.1445
6/15/2015,234.7473
6/16/2015,237.39899
6/17/2015,248.7435
6/18/2015,247.2359
6/19/2015,249.0733
6/20/2015,240.7897
6/21/2015,244.15625
6/22/2015,244.9588
6/23/2015,247.1273
6/24/2015,243.371
6/25/2015,240.9204
6/26/2015,242.31912
6/27/2015,242.28812
6/28/2015,250.382
6/29/2015,249.42725
6/30/2015,258.38549
7/1/2015,261.71749
7/2/2015,259.62937
7/3/2015,255.52675
7/4/2015,253.87887
7/5/2015,261.42899
7/6/2015,267.60762
7/7/2015,270.07587
7/8/2015,264.356
7/9/2015,267.943
7/10/2015,269.24925
7/11/2015,286.53662
7/12/2015,301.03837
7/13/2015,304.9905
7/14/2015,290.93137
7/15/2015,288.48787
7/16/2015,287.55762
7/17/2015,276.97924
7/18/2015,278.33337
7/19/2015,275.30687
7/20/2015,274.28387
7/21/2015,279.45925
7/22/2015,274.87242
7/23/2015,276.2095
7/24/2015,276.24491
7/25/2015,287.55583
7/26/2015,287.83983
7/27/2015,291.20091
7/28/2015,293.15058
7/29/2015,292.99425
7/30/2015,288.61658
7/31/2015,286.74491
8/1/2015,282.33741
8/2/2015,278.68258
8/3/2015,279.48591
8/4/2015,283.49091
8/5/2015,284.24366
8/6/2015,280.9375
8/7/2015,275.92866
8/8/2015,278.2765
8/9/2015,261.75225
8/10/2015,265.0825
8/11/2015,264.87516
8/12/2015,270.22325
8/13/2015,264.14299
8/14/2015,262.01758
8/15/2015,265.3955
8/16/2015,261.20058
8/17/2015,258.0065
8/18/2015,256.44841
8/19/2015,230.38424
8/20/2015,232.06483
8/21/2015,234.56375
8/22/2015,233.03691
8/23/2015,231.21275
8/24/2015,227.23233
8/25/2015,203.18133
8/26/2015,219.81583
8/27/2015,224.53608
8/28/2015,224.18875
8/29/2015,230.93575
8/30/2015,230.58541
8/31/2015,227.18083
9/1/2015,229.02966
9/2/2015,226.28841
9/3/2015,228.35299
9/4/2015,227.14741
9/5/2015,229.66691
9/6/2015,240.70116
9/7/2015,239.88
9/8/2015,242.01891
9/9/2015,244.31383
9/10/2015,237.99466
9/11/2015,240.56366
9/12/2015,239.81675
9/13/2015,235.053
9/14/2015,229.15808
9/15/2015,230.51091
9/16/2015,230.98066
9/17/2015,229.58975
9/18/2015,233.2385
9/19/2015,232.50008
9/20/2015,231.33733
9/21/2015,230.75433
9/22/2015,227.79358
9/23/2015,231.30983
9/24/2015,231.09508
9/25/2015,233.74475
9/26/2015,234.92466
9/27/2015,234.32908
9/28/2015,237.21116
9/29/2015,238.56625
9/30/2015,238.06125
10/1/2015,237.15191
10/2/2015,238.06358
10/3/2015,237.63516
10/4/2015,238.99883
10/5/2015,238.82433
10/6/2015,240.63075
10/7/2015,246.49633
10/8/2015,244.49816
10/9/2015,243.25675
10/10/2015,244.96533
10/11/2015,245.07
10/12/2015,247.65041
10/13/2015,244.57641
10/14/2015,249.45908
10/15/2015,254.64216
10/16/2015,255.72741
10/17/2015,267.53983
10/18/2015,270.04041
10/19/2015,264.98625
10/20/2015,264.92575
10/21/2015,270.49541
10/22/2015,267.46908
10/23/2015,274.25325
10/24/2015,279.97908
10/25/2015,286.86941
10/26/2015,284.286
10/27/2015,287.83091
10/28/2015,300.53566
10/29/2015,304.32691
10/30/2015,326.55691
10/31/2015,327.58425
11/1/2015,311.70274
11/2/2015,325.64666
11/3/2015,369.51133
11/4/2015,432.46133
11/5/2015,434.31683
11/6/2015,359.586
11/7/2015,377.64099
11/8/2015,387.775
11/9/2015,370.652
11/10/2015,376.948
11/11/2015,311.702
11/12/2015,320.036
11/13/2015,337.893
11/14/2015,334.125
11/15/2015,333.951
11/16/2015,320.06
11/17/2015,337.759
11/18/2015,333.33299
11/19/2015,334.02499
11/20/2015,315.63099
11/21/2015,321.482
11/22/2015,326.365
11/23/2015,322.606
11/24/2015,320.993
11/25/2015,318.337
11/26/2015,332.471
11/27/2015,349.138
11/28/2015,354.954
11/29/2015,356.806
11/30/2015,375.204
12/1/2015,377.798
12/2/2015,352.128
12/3/2015,366.788
12/4/2015,358.443
12/5/2015,369.956
12/6/2015,394.861
12/7/2015,391.618
12/8/2015,395.59299
12/9/2015,421.424
12/10/2015,415.076
12/11/2015,421.813
12/12/2015,467.831
12/13/2015,435.091
12/14/2015,437.021
12/15/2015,453.676
12/16/2015,445.805
12/17/2015,451.102
12/18/2015,456.425
12/19/2015,464.218
12/20/2015,460.238
12/21/2015,435.64099
12/22/2015,438.276
12/23/2015,437.994
12/24/2015,456.572
12/25/2015,455.743
12/26/2015,447.606
12/27/2015,419.338
12/28/2015,427.817
12/29/2015,422.741
12/30/2015,431.029
12/31/2015,424.962
1/1/2016,432.358
1/2/2016,433.773
1/3/2016,431.985
1/4/2016,431.691
1/5/2016,433.732
1/6/2016,427.164
1/7/2016,441.021
1/8/2016,457.168
1/9/2016,452.368
1/10/2016,445.327
1/11/2016,450.312
1/12/2016,446.614
1/13/2016,431.156
1/14/2016,431.41
1/15/2016,416.29
1/16/2016,372.737
1/17/2016,383.138
1/18/2016,380.817
1/19/2016,382.738
1/20/2016,378.775
1/21/2016,417.439
1/22/2016,403.271
1/23/2016,388.219
1/24/2016,388.538
1/25/2016,397.885
1/26/2016,390.715
1/27/2016,392.389
1/28/2016,381.356
1/29/2016,369.133
1/30/2016,376.952
1/31/2016,378.174
2/1/2016,372.157
2/2/2016,372.453
2/3/2016,372.762
2/4/2016,370.433
2/5/2016,386.954
2/6/2016,377.889
2/7/2016,376.44
2/8/2016,376.924
2/9/2016,372.434
2/10/2016,374.764
2/11/2016,379.186
2/12/2016,378.576
2/13/2016,388.87
2/14/2016,397.23
2/15/2016,405.621
2/16/2016,401.663
2/17/2016,407.017
2/18/2016,417.492
2/19/2016,421.956
2/20/2016,422.054
2/21/2016,439.61
2/22/2016,436.14
2/23/2016,438.745
2/24/2016,419.896
2/25/2016,422.617
2/26/2016,421.244
2/27/2016,433.401
2/28/2016,425.502
2/29/2016,438.28
3/1/2016,436.426
3/2/2016,434.001
3/3/2016,419.254
3/4/2016,421.597
3/5/2016,407.722
3/6/2016,397.883
3/7/2016,407.276
3/8/2016,414.213
3/9/2016,410.739
3/10/2016,411.672
3/11/2016,416.708
3/12/2016,415.04
3/13/2016,411.637
3/14/2016,414.208
3/15/2016,416.034
3/16/2016,414.167
3/17/2016,417.138
3/18/2016,417.154
3/19/2016,407.473
3/20/2016,409.24
3/21/2016,407.496
3/22/2016,415.125
3/23/2016,417.318
3/24/2016,415.837
3/25/2016,414.75699
3/26/2016,416.851
3/27/2016,416.233
3/28/2016,424.297
3/29/2016,423.597
3/30/2016,414.613
3/31/2016,414.458
4/1/2016,416.012
4/2/2016,418.785
4/3/2016,418.93999
4/4/2016,418.593
4/5/2016,422.044
4/6/2016,422.29499
4/7/2016,420.553
4/8/2016,421.616
4/9/2016,415.751
4/10/2016,418.078
4/11/2016,421.192
4/12/2016,426.383
4/13/2016,426.84399
4/14/2016,425.494
4/15/2016,426.279
4/16/2016,429.775
4/17/2016,430.453
4/18/2016,429.318
4/19/2016,428.522
4/20/2016,435.926
4/21/2016,443.758
4/22/2016,446.776
4/23/2016,447.233
4/24/2016,455.152
4/25/2016,458.626
4/26/2016,464.429
4/27/2016,466.064
4/28/2016,441.304
4/29/2016,446.236
4/30/2016,454.375
5/1/2016,449.108
5/2/2016,453.067
5/3/2016,443.681
5/4/2016,449.157
5/5/2016,447.73999
5/6/2016,447.58599
5/7/2016,458.864
5/8/2016,459.937
5/9/2016,458.708
5/10/2016,460.954
5/11/2016,454.39399
5/12/2016,451.155
5/13/2016,453.701
5/14/2016,456.039
5/15/2016,456.093
5/16/2016,457.64099
5/17/2016,454.278
5/18/2016,454.064
5/19/2016,453.494
5/20/2016,440.231
5/21/2016,442.953
5/22/2016,442.892
5/23/2016,440.551
5/24/2016,444.489
5/25/2016,447.035
5/26/2016,448.278
5/27/2016,467.262
5/28/2016,489.847
5/29/2016,516.051
5/30/2016,529.917
5/31/2016,537.23299
6/1/2016,528.04999
6/2/2016,538.568
6/3/2016,537.185
6/4/2016,571.139
6/5/2016,579.343
6/6/2016,578.84899
6/7/2016,585.399
6/8/2016,576.226
6/9/2016,580.43599
6/10/2016,574.953
6/11/2016,583.87
6/12/2016,633.205
6/13/2016,682.226
6/14/2016,695.155
6/15/2016,685.442
6/16/2016,732.357
6/17/2016,773.25
6/18/2016,736.386
6/19/2016,747.831
6/20/2016,758.903
6/21/2016,702.696
6/22/2016,657.013
6/23/2016,581.249
6/24/2016,657.08999
6/25/2016,687.168
6/26/2016,657.22399
6/27/2016,644.091
6/28/2016,655.94399
6/29/2016,634.357
6/30/2016,635.093
7/1/2016,683.293
7/2/2016,678.567
7/3/2016,690.179
7/4/2016,670.741
7/5/2016,679.351
7/6/2016,676.872
7/7/2016,671.814
7/8/2016,640.476
7/9/2016,654.85299
7/10/2016,649.356
7/11/2016,656.747
7/12/2016,648.136
7/13/2016,663.443
7/14/2016,654.018
7/15/2016,663.638
7/16/2016,666.56499
7/17/2016,665.113
7/18/2016,681.239
7/19/2016,673.832
7/20/2016,673.008
7/21/2016,662.034
7/22/2016,666.747
7/23/2016,654.725
7/24/2016,654.895
7/25/2016,660.284
7/26/2016,655.418
7/27/2016,650.82899
7/28/2016,656.91599
7/29/2016,655.427
7/30/2016,656.681
7/31/2016,635.588
8/1/2016,621.37299
8/2/2016,601.227
8/3/2016,555.926
8/4/2016,578.52374
8/5/2016,570.33875
8/6/2016,574.87375
8/7/2016,588.51625
8/8/2016,589.66125
8/9/2016,586.715
8/10/2016,585.23875
8/11/2016,594.81625
8/12/2016,581.9625
8/13/2016,584.87375
8/14/2016,581.65
8/15/2016,571.9625
8/16/2016,567.60749
8/17/2016,575.54125
8/18/2016,572.37249
8/19/2016,573.01625
8/20/2016,573.08
8/21/2016,581.35375
8/22/2016,579.6675
8/23/2016,585.5075
8/24/2016,577.98749
8/25/2016,574.5825
8/26/2016,575.0625
8/27/2016,575.3425
8/28/2016,568.78875
8/29/2016,574.49749
8/30/2016,571.94125
8/31/2016,573.78125
9/1/2016,572.96
9/2/2016,570.1
9/3/2016,572.52125
9/4/2016,596.45375
9/5/2016,606.0525
9/6/2016,604.465
9/7/2016,609.4325
9/8/2016,613.67499
9/9/2016,623.6
9/10/2016,620.59875
9/11/2016,622.03375
9/12/2016,604.8275
9/13/2016,607.03625
9/14/2016,606.885
9/15/2016,606.8975
9/16/2016,605.52125
9/17/2016,606.04625
9/18/2016,605.08
9/19/2016,609.37249
9/20/2016,606.7175
9/21/2016,595.93375
9/22/2016,596.225
9/23/2016,595.0175
9/24/2016,602.4075
9/25/2016,601.36875
9/26/2016,598.9075
9/27/2016,605.0175
9/28/2016,602.885
9/29/2016,603.58124
9/30/2016,604.52125
10/1/2016,610.58375
10/2/2016,613.23749
10/3/2016,611.88874
10/4/2016,609.495
10/5/2016,608.125
10/6/2016,610.57
10/7/2016,610.23375
10/8/2016,617.445
10/9/2016,614.59625
10/10/2016,615.91625
10/11/2016,618.3275
10/12/2016,637.21624
10/13/2016,637.73625
10/14/2016,635.88375
10/15/2016,638.975
10/16/2016,638.605
10/17/2016,636.635
10/18/2016,637.01625
10/19/2016,634.605
10/20/2016,626.36875
10/21/2016,629.61249
10/22/2016,630.61875
10/23/2016,650.895
10/24/2016,647.69375
10/25/2016,652.235
10/26/2016,657.05625
10/27/2016,684.3775
10/28/2016,684.2975
10/29/2016,700.135
10/30/2016,704.91
10/31/2016,693.89625
11/1/2016,708.955
11/2/2016,725.6925
11/3/2016,741.84875
11/4/2016,701.21875
11/5/2016,702.175
11/6/2016,705.47875
11/7/2016,705.47125
11/8/2016,706.13375
11/9/2016,728.36125
11/10/2016,719.2525
11/11/2016,714.57125
11/12/2016,715.7725
11/13/2016,694.72125
11/14/2016,704.62125
11/15/2016,711.39625
11/16/2016,710.9275
11/17/2016,745.92625
11/18/2016,738.665
11/19/2016,748.8075
11/20/2016,752.5525
11/21/2016,730.365
11/22/2016,734.84
11/23/2016,745.97875
11/24/2016,739.81875
11/25/2016,730.3125
11/26/2016,737.4025
11/27/2016,727.445
11/28/2016,731.9
11/29/2016,731.12625
11/30/2016,731.64
12/1/2016,744.1025
12/2/2016,766.5925
12/3/2016,769.915
12/4/2016,764.3575
12/5/2016,760.1
12/6/2016,754.82625
12/7/2016,758.35375
12/8/2016,763.23625
12/9/2016,766.8725
12/10/2016,773.2825
12/11/2016,765.9525
12/12/2016,769.8275
12/13/2016,774.38625
12/14/2016,778.35625
12/15/2016,776.9825
12/16/2016,776.415
12/17/2016,786.9725
12/18/2016,789.24625
12/19/2016,791
12/20/2016,789.2325
12/21/2016,805.79625
12/22/2016,842.63875
12/23/2016,910.9325
12/24/2016,910.2475
12/25/2016,870.13125
12/26/2016,905.45625
12/27/2016,900.36625
12/28/2016,948.89875
12/29/2016,971.645
12/30/2016,954.84375
12/31/2016,952.455
1/1/2017,964.325
1/2/2017,1009.97375
1/3/2017,1028.33375
1/4/2017,1047.09999
1/5/2017,1140.385
1/6/2017,985.93875
1/7/2017,837.83625
1/8/2017,923.52375
1/9/2017,889.33875
1/10/2017,905.22625
1/11/2017,910.60625
1/12/2017,772.66125
1/13/2017,784.89375
